Date	DoW M=1	Local Time	Country	State	City	Zip Code	Method of Payment	Vendor	Purchaser	Good or Service	Note/Comments	Exp'd?	Reimb?	Recur?	Traveling?	In Pers?	Debit	Credit
42572	4	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-7.49	
42572	4	0.3125			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Coffee Out	Breakfast meeting w/ colleague	No	No	No		Yes	-4.76	
42572	4	0.291666667			Online		Bank of America Checking	Progressive Auto Insurance	Joint	Auto Insurance	Monthly Auto Insurance Premium	No	No	Yes		No	-72.02	
42571	3	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
42571	3	0.333333333			Online		Ally Bank	Ally Bank Savings Account	Joint	Interest	Monthly Interest Deposit	No	No	No		No	0	4.31
42571	3	0.291666667			Online		Stanford	Bank of America Checking	NPH	Reimbursement	Annual Membership Renewal	No	Yes	No		No	0	255
42570	2	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-3.86	
42570	2	0.479166667			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-1000	1000
42570	2	0.322916667			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Coffee Out	Morning Coffee Out	No	No	No		Yes	-2.11	
42569	1	0.375			Somerset		Barclay MasterCard	Delta of Somerset	Joint	Gasoline	Fill tank on Ziggie	No	No	No		Yes	-14.48	
42569	1	0.364583333			Somerset		Barclay MasterCard	Shoprite	Joint	Groceries	Groceries	No	No	No		Yes	-28.42	
42568	7	0.666666667			Auburn		Barclay MasterCard	Shell Station	Joint	Snack	Water and Chicles	No	No	No		Yes	-3.38	
42568	7	0.666666667			Auburn		Barclay MasterCard	Shell Station	Joint	Gasoline	Fill tank on Ziggie	No	No	No		Yes	-8.44	
42568	7	0.65625			Worcester		I-Pass Account	Massachusetts Turnpike	Joint	Toll	Massachusetts Turnpike Toll	No	No	No		Yes	-2.35	
42568	7	0.635416667			Allston		I-Pass Account	Massachusetts Turnpike	Joint	Toll	Massachusetts Turnpike Toll	No	No	No		Yes	-1.25	
42568	7	0.59375			Cambridge		Barclay MasterCard	JP Licks	Joint	Snack	Ice Cream Date	No	No	No		Yes	-9.63	
42568	7	0.583333333			Cambridge		Barclay MasterCard	Cambridge 1	Joint	Meal Out	Lunch Date	No	No	No		Yes	-50	
42568	7	0.395833333			Boston		Barclay MasterCard	Lafayette Garage	Joint	Parking	Parking Fee	No	No	No		Yes	-20	
42568	7	0.385416667			Boston		Barclay MasterCard	George Howell Coffee	Joint	Coffee Out	Morning Coffee Date	No	No	No		Yes	-25.93	
42568	7	0.375			Boston		Barclay MasterCard	The Godfrey Hotel	Joint	Hotel	Stay in Boston	No	No	No		Yes	-253.02	
42567	6	0.895833333			Boston		I-Pass Account	Tobin Bridge	Joint	Toll	Tobin Bridge Toll	No	No	No		Yes	-2.5	
42567	6	0.864583333			Hampton		I-Pass Account	New Hampshire Turnpike	Joint	Toll	New Hampshire Turnpike Toll	No	No	No		Yes	-2	
42567	6	0.854166667			York		I-Pass Account	Maine Turnpike	Joint	Toll	Maine Turnpike Toll	No	No	No		Yes	-3	
42567	6	0.833333333			Scarborough		I-Pass Account	Maine Turnpike	Joint	Toll	Maine Turnpike Toll	No	No	No		Yes	-1	
42567	6	0.802083333			Online		Barclay MasterCard	Starbucks	Joint	Collectibles	Boston Mug	No	No	No		Yes	-15	
42567	6	0.75			Portland		Barclay MasterCard	7 Eleven	Joint	Gasoline	Fill tank on Ziggie	No	No	No		Yes	-14.78	
42567	6	0.739583333			Portland		Barclay MasterCard	Unified Parking	Joint	Parking	Parking Fee	No	No	No		Yes	-25	
42567	6	0.729166667			Portland		Barclay MasterCard	Bard Coffee	Joint	Groceries	Coffee Beans	No	No	No		Yes	-26.45	
42567	6	0.71875			Portland		Barclay MasterCard	The Honey Paw	Joint	Meal Out	Dinner Date	No	No	No		Yes	-78	
42567	6	0.677083333			Portland		Barclay MasterCard	Christmas Noel	Joint	Christmas	Christmas Ornaments	No	No	No		Yes	-24.16	
42567	6	0.677083333			Portland		Barclay MasterCard	The Paper Patch	Joint	Gift	Card & Calendar	No	No	No		Yes	-12.6	
42567	6	0.666666667			Portland		Barclay MasterCard	Craft Beer Cellar	Joint	Groceries	Beer	No	No	No		Yes	22.68	
42567	6	0.65625			Portland		Barclay MasterCard	Standard Baking	Joint	Snack	Pastries	No	No	No		Yes	-9.98	
42567	6	0.645833333			Portland		Barclay MasterCard	Eventide	Joint	Meal Out	Lunch Date	No	No	No		Yes	-75	
42567	6	0.635416667			Online		Barclay MasterCard	I-Pass Account	Joint	Prepay	Refill I-Pass Account	No	No	No		No	-50	50
42567	6	0.572916667			Scarborough		I-Pass Account	Maine Turnpike	Joint	Toll	Maine Turnpike Toll	No	No	No		Yes	-1	
42567	6	0.552083333			York		I-Pass Account	Maine Turnpike	Joint	Toll	Maine Turnpike Toll	No	No	No		Yes	-3	
42567	6	0.520833333			Hampton		I-Pass Account	New Hampshire Turnpike	Joint	Toll	New Hampshire Turnpike Toll	No	No	No		Yes	-2	
42567	6	0.447916667			Westborough		I-Pass Account	Massachusetts Turnpike	Joint	Toll	Massachusetts Turnpike Toll	No	No	No		Yes	-1.1	
42567	6	0.375			North Haven		Barclay MasterCard	Exxon North Haven, CT	Joint	Gasoline	Fill tank on Ziggie	No	No	No		Yes	-17.43	
42567	6	0.354166667			Wethersfield		Barclay MasterCard	Starbucks	NPH	Coffee Out	Coffee & Pastry	No	No	No		Yes	-6.81	
42567	6	0.322916667			New York		I-Pass Account	Henry Hudson Bridge	Joint	Toll	Henry Hudson Bridge Toll	No	No	No		Yes	-5.5	
42567	6	0.3125			New York		I-Pass Account	George Washington Bridge	Joint	Toll	George Washington Bridge Toll	No	No	No		Yes	-10.5	
42567	6	0.3125			New York		I-Pass Account	George Washington Bridge	Joint	Toll	George Washington Bridge Toll	No	No	No		Yes	-7.4	
42567	6	0.28125			Online		Barclay MasterCard	Starbucks	Joint	Coffee Out	Morning Coffee, Snacks	No	No	No		Yes	-15	
42566	5	0.666666667			Online		Philip Lotze	Bank of America Checking	Joint	Gift	Thank you check	No	No	No		No	0	100
42566	5	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-5.34	
42566	5	0.291666667			Online		Bank of America Checking	Apple Financing	Joint	Credit Card Payment	Regular CC Payment	No	No	Yes		No	-122.65	122.65
42565	4	0.791666667			Somerset		Anthony Dinhjanelle	Cash	Joint	Groceries	Cash towards Beer	No	No	No		Yes	0	5
42565	4	0.791666667			Somerset		Barclay MasterCard	Wine Vista	Joint	Groceries	Groceries	No	No	No		Yes	-10.69	
42565	4	0.78125			Somerset		Barclay MasterCard	Shoprite	Joint	Groceries	Groceries	No	No	No		Yes	-15.59	
42565	4	0.739583333			Online		Barclay MasterCard	AICPA	NPH	Professional Dues	Annual Membership Renewal	Yes	No	No		No	-255	
42565	4	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-3.86	
42565	4	0.291666667			Online		Johnson & Johnson	Bank of America Checking	CGPR	Reimbursement	Mileage, etc.	No	Yes	No		No	0	585.4
42565	4	0.291666667			Online		Johnson & Johnson	Bank of America Checking	CGPR	Salary	Salary 06.20 - 07.03	No	No	Yes		No	0	2238.64
42564	3	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
42564	3	0.458333333			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-3500	3500
42563	2	0.59375			Somerset		Barclay MasterCard	Sunoco	Joint	Gasoline	Fill tank on Ziggie	No	No	No		Yes	-15.43	
42563	2	0.03125			New Brunswick		Barclay MasterCard	Destination Dogs	NPH	Meal Out	Drinks w/ Tuan & Phil	No	No	No		Yes	-30	
42562	1	0.885416667			New Brunswick		Cash	INC	NPH	Meal Out	Drinks w/ Tuan & Phil	No	No	No		Yes	-10	
42562	1	0.885416667			New Brunswick		Philip Lotze	Cash	NPH	Meal Out	Cash Towards Dinner	No	No	No		Yes	0	20
42562	1	0.885416667			New Brunswick		Barclay MasterCard	INC	NPH	Meal Out	Drinks w/ Tuan & Phil	No	No	No		Yes	-35	
42562	1	0.791666667			New Brunswick		Barclay MasterCard	City of New Brunswick Parking Authority	NPH	Parking	Parking Fee	No	No	No		Yes	-1.5	
42561	7	0.854166667			Princeton		Barclay MasterCard	Trader Joe's	Joint	Groceries	Groceries	No	No	No		Yes	-73.49	
42560	6	0.75			Online		Bank of America Checking	Monique Marshall	Joint	Groceries	Money for CostCo	No	No	No		Yes	-80	
42560	6	0.583333333			Jersey City		Barclay MasterCard	Liberty Science Center	Joint	Parking	Parking Fee	No	No	No		Yes	-7	
42560	6	0.53125			Jersey City		Barclay MasterCard	Short Grain	Joint	Meal Out	Brunch w/ Lauren, Monique, Melenik	No	No	No		Yes	-54.07	
42559	5	0.958333333			New York		Barclay MasterCard	NYC Taxi	Joint	Taxi	Taxi from Restaurant to Penn	No	No	No		Yes	-22.25	
42559	5	0.9375			New York		Barclay MasterCard	Pil Pil	Joint	Meal Out	Dinner w/ Andrea y Tobi	No	No	No		Yes	-150	
42559	5	0.760416667			New York		Barclay MasterCard	NYC Taxi	Joint	Taxi	Taxi from Penn to Restaurant	No	No	No		Yes	-19.56	
42559	5	0.6875			New Brunswick		Barclay MasterCard	NJ Transit	Joint	Gift	Card for Andrea y Tobi	No	No	No		Yes	-2.09	
42559	5	0.6875			New Brunswick		Barclay MasterCard	NJ Transit	Joint	Trainfare	New Brunswick <--> New York	No	No	No		Yes	-56	
42559	5	0.625			New Brunswick		Barclay MasterCard	Starbucks	CGPR	Coffee Out	Coffee Out	No	No	No		Yes	-3.02	
42559	5	0.520833333			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-105.5	105.5
42559	5	0.520833333			Online		Barclay MasterCard	ATT	Joint	Phone	Monthly Phone Bill	No	No	Yes		No	-105.5	
42559	5	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-3.67	
42559	5	0.427083333			Somerset		Barclay MasterCard	Bottle Republic	Joint	Groceries	Champagne for Andrea & Tobi	No	No	No		Yes	-81.3	
42558	4	0.8125			Online		Barclay MasterCard	Barclay MasterCard	Joint	Point Redemption	Points Redeemed for Travel	No	No	No		No	0	150
42558	4	0.739583333			Somerset		Barclay MasterCard	The Plaza Cleaners	CGPR	Drycleaning	Drycleaning	No	No	No		Yes	-22.43	
42558	4	0.291666667			Online		Bank of America Checking	Spotify	CGPR	Music Streaming	Monthly Music Streaming	No	No	Yes		No	-9.99	
42558	4	0.291666667			Online		Stanford	Bank of America Checking	NPH	Salary	Salary 06.16 - 06.30	No	No	Yes		No	0	1929.55
42557	3	0.958333333			Online		Barclay MasterCard	AirB&B	Joint	Hotel	Stay for September/October	No	No	No		No	-2474	
42557	3	0.833333333			New Brunswick		Barclay MasterCard	City Café and Bar	CGPR	Meal Out	Meal out w/ Colleagues	No	No	No		Yes	-22.54	
42557	3	0.458333333			Online		Bank of America Checking	Bank of America MasterCard	NPH	Credit Card Payment	Regular CC Payment	No	No	No		No	-12.99	12.99
42557	3	0.458333333			Online		Barclay MasterCard	Club Quarters Hotels	Joint	Hotel	B-Day Stay	No	No	No		No	-250.33	
42557	3	0.333333333			Online		Bank of America MasterCard	Privacy Assist	NPH	Credit Monitoring	Monthly Credit Monitoring	No	No	Yes		No	-12.99	
42556	2	0.5625			Online		Barclay MasterCard	VSCPA	NPH	CPE	Virigina CPA Ethics: 2016 Required Course	Yes	No	No		No	-59	
42556	2	0.552083333			Online		Barclay MasterCard	AICPA	NPH	CPE	Multiple	Yes	No	No		No	-340.47	
42556	2	0.666666667			New Brunswick		Barclay MasterCard	Starbucks	CGPR	Coffee Out	Coffee Out	No	No	No		Yes	-1.74	
42556	2	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-3.99	
42556	2	0.427083333			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-673.07	673.07
42555	1	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
42555	1	0.416666667			Online		Bank of America Checking	Chase Southwest RR Card	NPH	Credit Card Payment	Irregular CC Payment	No	No	No		No	-69	69
42554	7	0.71875			Somerset		Barclay MasterCard	Shoprite	Joint	Groceries	Groceries	No	No	No		Yes	-7.33	
42554	7	0.71875			Somerset		Barclay MasterCard	CVS	NPH	OTC Meds	Wart remover	No	No	No		Yes	-10.49	
42554	7	0.625			Edison		Barclay MasterCard	Wegmans	Joint	Groceries	Groceries	No	No	No		Yes	-87.03	
42554	7	0.572916667			Edison		Barclay MasterCard	Havana Central	Joint	Meal Out	Lunch Date	No	No	No		Yes	-64	
42554	7	0.520833333			Edison		Barclay MasterCard	Uniqlo	CGPR	Clothing	Work Clothes	No	No	No		Yes	-54.8	
42553	6	0.895833333			Somerset		Barclay MasterCard	Exxon Somerset	Joint	Gasoline	Fill tank on Ziggie	No	No	No		Yes	-21.52	
42553	6	0.833333333			New York		Barclay MasterCard	Uber	Joint	Taxi	Ride to Penn Station	No	No	No		Yes	-10.04	
42553	6	0.8125			New York		Barclay MasterCard	Starbucks	Joint	Collectibles	Mug & Beverages	No	No	No		Yes	-20.78	
42553	6	0.75			New York		Cash	Five Mile Stone	Joint	Meal Out	Beers	No	No	No		Yes	-20	
42553	6	0.65625			New York		Barclay MasterCard	Heidelberg Restaurant	Joint	Meal Out	Lunch Date	No	No	No		Yes	-70	
42553	6	0.354166667			New Brunswick		Barclay MasterCard	NJ Transit	Joint	Trainfare	New Brunswick --> New York	No	No	No		Yes	-56	
42552	5	0.833333333			New Brunswick		Barclay MasterCard	AMC Theaters	Joint	Movie	Our Kind of Traitor	No	No	No		Yes	-23.52	
42552	5	0.34375			Online		Bank of America Checking	Chase Visa	CGPR	Credit Card Payment	Irregular CC Payment	No	No	No		No	-5.11	5.11
42552	5	0.291666667			Online		Chase Southwest RR Card	Chase Southwest RR Card	NPH	Fee	Annual Fee	No	No	No		No	-69	
42552	5	0.291666667			Online		Barclay MasterCard	Birch Box	CGPR	Hygiene	Makeup Service	No	No	Yes		No	-10.7	
42552	5	0.291666667			Online		Bank of America Checking	Navient	CGPR	Student Loan Payment	Student Loan Payment	No	No	Yes		No	-1000	
42551	4	0.666666667			Lancaster		Barclay MasterCard	LPA Garages	NPH	Parking	Parking Fee	No	No	No		Yes	-9	
42551	4	0.666666667			Lancaster		Barclay MasterCard	Square One	NPH	Groceries	Coffee Beans	No	No	No		Yes	-10.95	
42551	4	0.65625			Lancaster		Barclay MasterCard	The Taproom Spring House	NPH	Snack	Beer & Pretzel	No	No	No		Yes	-14	
42551	4	0.541666667			Lancaster		Barclay MasterCard	Café One Eight	NPH	Lunch	Solo Lunch	No	No	No		Yes	-10.84	
42551	4	0.458333333			Lancaster		Barclay MasterCard	Café One Eight	NPH	Coffee Out	Morning Coffee Out	No	No	No		Yes	-11	
42551	4	0.416666667			Lancaster		Barclay MasterCard	Square One	NPH	Coffee Out	Morning Coffee Out	No	No	No		Yes	-7	
42551	4	0.3125			Allentown		I-Pass Account	Pennsylvania Turnpike	Joint	Toll	Pennsylvania Turnpike Toll	No	No	No		Yes	-1	
42551	4	0.291666667			Online		Bank of America Checking	Skype	CGPR	Phone	Monthly Skype Charge	No	No	Yes		No	-5.49	
42551	4	0.291666667			Online		Northwestern University	Bank of America Checking	CGPR	Salary	June Salary	No	No	Yes		No	0	360
42551	4	0.291666667			Online		Johnson & Johnson	Bank of America Checking	CGPR	Salary	Salary 06.06 - 06.19	No	No	Yes		No	0	2238.64
42551	4	0.270833333			New Brunswick		Barclay MasterCard	Dunkin Donuts	CGPR	Coffee Out	Morning Coffee Out	No	No	No		Yes	-4.79	
42550	3	0.875			Online		Barclay MasterCard	I-Pass Account	Joint	Prepay	Refill I-Pass Account	No	No	No		No	-20	20
42550	3	0.854166667			Somerset		Barclay MasterCard	Quick Chek	Joint	Gasoline	Fill tank on Ziggie	No	No	No		Yes	-13.75	
42550	3	0.8125			Bridgewater		Monique Marshall	Cash	CGPR	Hygiene	Tip on Mani/Pedi	No	No	No		Yes	0	20
42550	3	0.8125			Bridgewater		Barclay MasterCard	Gel & Spa	CGPR	Hygiene	Mani/Pedi	No	No	No		Yes	0	-68
42550	3	0.802083333			Bridgewater		Chase Visa	CostCo	CGPR	Meal Out	Meal out w/ Colleagues	No	No	No		Yes	-5.11	
42550	3	0.479166667			Online		Bank of America Checking	Chase Southwest RR Card	CGPR	Credit Card Payment	Irregular CC Payment	No	No	No		No	-44.5	44.5
42550	3	0.416666667			Online		Bank of America Checking	Chase Visa	CGPR	Credit Card Payment	Regular CC Payment	No	No	No		No	-12.99	12.99
42550	3	0.333333333			Online		Chase Visa	Privacy Assist	CGPR	Credit Monitoring	Monthly Credit Monitoring	No	No	Yes		No	-12.99	
42550	3	0.291666667			Online		Amazon	Barclay MasterCard	Joint	Movie	Refund for Poor Streaming Quality	No	No	No		No	0	6.53
42549	2	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-11.76	
42548	1	0.770833333			Bridgewater		Chase Southwest RR Card	Ann Taylor	CGPR	Clothing	Shirt for Work	No	No	No		Yes	-44.5	
42548	1	0.770833333			Bridgewater		Ann Taylor	Chase Southwest RR Card	CGPR	Clothing	Returned clothes for exchange	No	No	No		Yes	0	47.4
42548	1	0.739583333			Somerset		Barclay MasterCard	Joy Cleaners	CGPR	Drycleaning	Skirt Press	No	No	No		Yes	-5	
42548	1	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-3.3	
42547	7	0.833333333			East Rutherford		Barclay MasterCard	Meadowlands	NPH	Meal Out	Beers w/ Phil	No	No	No		Yes	-22	
42547	7	0.770833333			New Brunswick		Barclay MasterCard	Harvest Moon Brewery Company	NPH	Meal Out	Beers w/ Phil	No	No	No		Yes	-17	
42547	7	0.541666667			Bridgewater		Chase Southwest RR Card	Ann Taylor	CGPR	Clothing	Shirt for Work	No	No	No		Yes	-47.4	
42546	6	0.520833333			Somerset		Barclay MasterCard	Shoprite	Joint	Groceries	Groceries	No	No	No		Yes	-102.73	
42545	5	0.885416667			New Brunswick		Cash	Thomas Sweet	Joint	Date	Tip	No	No	No		Yes	-2	
42545	5	0.885416667			New Brunswick		Barclay MasterCard	Thomas Sweet	Joint	Date	Ice Cream Date	No	No	No		Yes	-9.2	
42545	5	0.875			New Brunswick		Barclay MasterCard	KBG	Joint	Meal Out	Dinner Date	No	No	No		Yes	-24	
42545	5	0.84375			Somerset		Barclay MasterCard	Bottle Republic	Joint	Groceries	Beer	No	No	No		Yes	-52.92	
42545	5	0.760416667			Online		Johnson & Johnson	Bank of America Checking	CGPR	Salary	Salary 05.23 - 06.05	No	No	Yes		No	0	2238.64
42545	5	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-4.87	
42544	4	0.791666667			New Brunswick		Barclay MasterCard	Sushi Room	CGPR	Meal Out	Drinks with Colleagues	No	No	No		Yes	-16	
42543	3	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
42543	3	0.458333333			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-920.25	920.25
42543	3	0.291666667			Online		Stanford	Bank of America Checking	NPH	Salary	Salary 06.01 - 06.15	No	No	Yes		No	0	1929.54
42542	2	0.791666667			Online		Barclay MasterCard	Macy's	Joint	Gift	Birthday Gift for Juan	No	No	No		Yes	-82.58	
42542	2	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-6.44	
42542	2	0.489583333			Online		Bank of America Checking	Chase Southwest RR Card	CGPR	Credit Card Payment	Irregular CC Payment	No	No	No		No	-354.97	354.97
42542	2	0.427083333			Princeton		Barclay MasterCard	Trader Joe's	Joint	Groceries	Groceries	No	No	No		Yes	-133.64	
42542	2	0.385416667			Somerset		Barclay MasterCard	Delta of Somerset	Joint	Gasoline	Fill tank on Ziggie	No	No	No		Yes	-17.27	
42542	2	0.291666667			Online		Bank of America Checking	Progressive Auto Insurance	Joint	Auto Insurance	Monthly Auto Insurance Premium	No	No	Yes		No	-72.33	
42541	1	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-2.66	
42541	1	0.427083333			Online		Bank of America Checking	Northwestern University	CGPR	Tuition/Education	Summer 2016 Tuition	No	No	No		No	-4367	
42541	1	0.333333333			Online		Ally Bank	Ally Bank Savings Account	Joint	Interest	Monthly Interest Deposit	No	No	No		No	0	8.13
42541	1	0.291666667			Online		Barclay MasterCard	Amazon	Joint	Gift	Kindle for Mom - Mother's- & Birthday	No	No	No		No	-330.72	
42540	7	0.458333333			Somerset		Barclay MasterCard	Shoprite	Joint	Groceries	Groceries	No	No	No		Yes	-77.43	
42540	7	0.791666667			Online		Barclay MasterCard	Amazon	Joint	Movie	East Side Sushi	No	No	No		No	-6.53	
42539	6	0.833333333			Somerset		Barclay MasterCard	Shoprite	Joint	Groceries	Groceries	No	No	No		Yes	-9.57	
42539	6	0.770833333			New Gretna		I-Pass Account	New Jersey Turnpike	Joint	Toll	New Jersey Turnpike Toll	No	No	No		Yes	-1.5	
42539	6	0.75			Cape May		I-Pass Account	New Jersey Turnpike	Joint	Toll	New Jersey Turnpike Toll	No	No	No		Yes	-1.5	
42539	6	0.697916667			Wildwood		I-Pass Account	New Jersey Turnpike	Joint	Toll	New Jersey Turnpike Toll	No	No	No		Yes	-0.5	
42539	6	0.572916667			Cape May		Barclay MasterCard	Freda's Café	Joint	Meal Out	Lunch Date	No	No	No		Yes	-43.06	
42539	6	0.552083333			Great Egg		I-Pass Account	New Jersey Turnpike	Joint	Toll	New Jersey Turnpike Toll	No	No	No		Yes	-1.5	
42539	6	0.5			Egg Harbor		I-Pass Account	New Jersey Turnpike	Joint	Toll	New Jersey Turnpike Toll	No	No	No		Yes	-3	
42539	6	0.458333333			Camden		I-Pass Account	New Jersey Turnpike	Joint	Toll	New Jersey Turnpike Toll	No	No	No		Yes	-3.6	
42539	6	0.458333333			Somerset		Barclay MasterCard	Delta of Somerset	Joint	Gasoline	Fill tank on Ziggie	No	No	No		Yes	-12.61	
42539	6	0.291666667			Online		Barclay MasterCard	iTunes	Joint	Fee	HBO Now subscription	No	No	No		No	-15.93	
42538	5	0.958333333			New Brunswick		Barclay MasterCard	Harvest Moon Brewery Company	Joint	Meal Out	Dinner Date	No	No	No		Yes	-66	
42538	5	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-6.52	
42537	4	0.791666667			New Brunswick		Monique Marshall	Bank of America Checking	CGPR	Meal Out	Drinks with Colleagues	No	No	No		No	0	15
42537	4	0.791666667			New Brunswick		Barclay MasterCard	Esquina Latina	CGPR	Meal Out	Drinks with Colleagues	No	No	No		Yes	-30	
42537	4	0.416666667			Online		Ally Bank Savings Account	Bank of America Checking	Joint	Transfer	Bridge funding for Summer Tuition	No	No	No		No	-5000	5000
42537	4	0.364583333			New Brunswick		Barclay MasterCard	Starbucks	CGPR	Coffee Out	Morning Coffee Out	No	No	No		Yes	-3.02	
42536	3	0.770833333			Online		Barclay MasterCard	Delta Airlines	NPH	Airfare	EWR --> MSN --> EWR	No	No	No		No	-213	
42536	3	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-3.01	
42536	3	0.291666667			Online		Bank of America Checking	Apple Financing	Joint	Credit Card Payment	Regular CC Payment	No	No	Yes		No	-122.65	122.65
42535	2	0.71875			Online		Barclay MasterCard	Intelligentsia	Joint	Groceries	Coffee	No	No	No		Yes	-41	
42535	2	0.5			New Brunswick		Barclay MasterCard	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-6.13	
42535	2	0.354166667			New Brunswick		Barclay MasterCard	Starbucks	CGPR	Coffee Out	Morning Coffee Out	No	No	No		Yes	-3.02	
42534	1	0.5			New Brunswick		Cash	J&J Employee Cafeteria	CGPR	Lunch	Solo Lunch	No	No	No		Yes	-5	
42533	7	0.625			Somerset		Barclay MasterCard	Shoprite	Joint	Groceries	Groceries	No	No	No		Yes	-21.2	
42533	7	0.510416667			Somerset		Barclay MasterCard	Shoprite	Joint	Groceries	Groceries	No	No	No		Yes	-60.62	
42533	7	0.5			Somerset		Barclay MasterCard	Wine Vista	Joint	Groceries	Wine, etc.	No	No	No		Yes	-27.8	
42533	7	0.3125			Online		Barclay MasterCard	Amazon	CGPR	Book(s)	Late Return Charge	No	No	No		No	-10.88	
42533	7	0.3125			Online		Barclay MasterCard	Amazon	CGPR	Book(s)	Late Return Charge	No	No	No		No	-12.67	
42532	6	0.885416667			New Brunswick		Barclay MasterCard	INC	Joint	Date	Dinner Date	No	No	No		Yes	-105	
42532	6	0.739583333			New Brunswick		Barclay MasterCard	City of New Brunswick Parking Authority	Joint	Parking	Parking Fee	No	No	No		Yes	-3.5	
42532	6	0.677083333			Philadelphia		Barclay MasterCard	7 Eleven	Joint	Gasoline	Fill tank on Ziggie	No	No	No		Yes	-22.81	
42532	6	0.666666667			Philadelphia		Barclay MasterCard	City of Philadelphia Parking Authority	Joint	Parking	Parking Fee	No	No	No		Yes	-5	
42532	6	0.65625			Philadelphia		Barclay MasterCard	Bonner's Irish Pub	NPH	Snack	Drinks for Game	No	No	No		Yes	-20	
42532	6	0.65625			Philadelphia		Barclay MasterCard	Mirror and Mantel	CGPR	Hygiene	Haircut	No	No	No		Yes	-75	
42532	6	0.604166667			Philadelphia		Barclay MasterCard	Little Lion	Joint	Snack	Drink Date	No	No	No		Yes	-20	
42532	6	0.604166667			Philadelphia		Barclay MasterCard	City of Philadelphia Parking Authority	Joint	Parking	Parking Fee	No	No	No		Yes	-2.25	
42532	6	0.541666667			Philadelphia		Barclay MasterCard	UPenn Parking & Transportation	Joint	Parking	Parking Fee	No	No	No		Yes	-11	
42532	6	0.458333333			Philadelphia		Barclay MasterCard	Penn Museum	Joint	Ticket(s)	Museum Tickets	No	No	No		Yes	-25	
42532	6	0.447916667			Philadelphia		Cash	Café con Chocolate	Joint	Meal Out	Breakfast Date	No	No	No		Yes	-40	
42532	6	0.40625			Philadelphia		Bank of America Checking	Cash	Joint	Cash Withdrawl	Cash for Breakfast	No	No	No		Yes	-60	60
42532	6	0.395833333			Camden		I-Pass Account	Pennsylvania Turnpike	Joint	Toll	Walt Whitman Bridge Toll	No	No	No		Yes	-5	
42532	6	0.375			Camden		I-Pass Account	New Jersey Turnpike	Joint	Toll	New Jersey Turnpike Toll	No	No	No		Yes	-3.6	
42531	5	0.739583333			Online		Bank of America Checking	Barclay MasterCard	Joint	Credit Card Payment	Irregular CC Payment	No	No	No		No	-2000	2000
42531	5	0.5			Nowhere		None	None	Joint	No Transactions	No Transactions Today	No	No	No		No	0	
